0	0.0000	0.2500	55	None	None	1	-4	1.1397106037134346
1	0.0000	0.2500	59	None	None	1	-2	1.2796872544397342
2	0.0000	0.2500	62	None	None	1	-1	1.7480141891740248
3	0.2500	0.7500	55	None	None	1	-4	2.185393233200875
4	0.2500	0.7500	59	None	None	1	-3	2.378899777732884
5	0.2500	0.7500	62	None	None	1	-2	2.8280612244898053
6	0.5000	1.2500	55	None	None	1	-4	2.713378684807262
7	0.5000	1.2500	59	None	None	1	-2	2.733333333333338
8	0.5000	1.2500	62	None	None	1	-1	3.2190476190476236
9	0.7500	1.7500	55	None	None	1	-4	2.713378684807262
10	0.7500	1.7500	59	None	None	1	-2	2.733333333333338
11	0.7500	1.7500	62	None	None	1	-1	3.2190476190476236
12	1.0000	2.2500	55	None	None	1	-4	2.713378684807262
13	1.0000	2.2500	59	None	None	1	-2	2.733333333333338
14	1.0000	2.2500	62	None	None	1	-1	3.2190476190476236
15	1.2500	2.7500	55	None	None	1	-4	2.713378684807262
16	1.2500	2.7500	59	None	None	1	-2	2.733333333333338
17	1.2500	2.7500	62	None	None	1	-1	3.1138888888888934
18	1.5000	3.2500	55	None	None	1	-5	2.828571428571436
19	1.5000	3.2500	59	None	None	1	-4	3.66938775510203
20	1.5000	3.2500	62	None	None	1	-2	3.805484693877544
21	1.7500	3.7500	55	None	None	1	-5	4.0172193877550955
22	1.7500	3.7500	59	None	None	1	-4	3.7386479591836568
23	1.7500	3.7500	62	None	None	1	-2	4.5998724489795695
24	2.0000	4.2500	55	None	None	1	-5	5.168112244897936
25	2.0000	4.2500	60	None	None	1	-3	5.1681122448979355
26	2.0000	4.2500	62	None	None	1	-2	5.168112244897936
27	2.0000	4.2500	66	None	None	1	-1	5.168112244897936
28	2.2500	4.7500	55	None	None	1	-5	5.168112244897936
29	2.2500	4.7500	60	None	None	1	-3	5.1681122448979355
30	2.2500	4.7500	62	None	None	1	-2	5.168112244897936
31	2.2500	4.7500	66	None	None	1	-1	5.168112244897936
32	2.5000	5.2500	55	None	None	1	-5	5.168112244897936
33	2.5000	5.2500	60	None	None	1	-3	5.1681122448979355
34	2.5000	5.2500	62	None	None	1	-2	5.168112244897936
35	2.5000	5.2500	66	None	None	1	-1	5.168112244897936
36	2.7500	5.7500	55	None	None	1	-5	5.168112244897936
37	2.7500	5.7500	60	None	None	1	-3	5.1681122448979355
38	2.7500	5.7500	62	None	None	1	-2	5.168112244897936
39	2.7500	5.7500	66	None	None	1	-1	5.168112244897936
40	3.0000	6.2500	55	None	None	1	-5	5.168112244897936
41	3.0000	6.2500	60	None	None	1	-3	5.1681122448979355
42	3.0000	6.2500	62	None	None	1	-2	5.168112244897936
43	3.0000	6.2500	66	None	None	1	-1	5.168112244897936
44	3.2500	6.7500	55	None	None	1	-5	5.168112244897936
45	3.2500	6.7500	60	None	None	1	-3	5.1681122448979355
46	3.2500	6.7500	62	None	None	1	-2	5.168112244897936
47	3.2500	6.7500	66	None	None	1	-1	5.168112244897936
48	3.5000	7.2500	55	None	None	1	-5	5.168112244897936
49	3.5000	7.2500	60	None	None	1	-3	5.341581632653038
50	3.5000	7.2500	62	None	None	1	-2	5.667091836734677
51	3.5000	7.2500	66	None	None	1	-1	4.3737244897959116
52	3.7500	7.7500	55	None	None	1	-5	4.190688775510198
53	3.7500	7.7500	60	None	None	1	-3	4.478443877551017
54	3.7500	7.7500	62	None	None	1	-2	4.3044642857142845
55	3.7500	7.7500	66	None	None	1	-1	3.396301020408172
56	4.0000	8.2500	55	None	None	1	-4	2.713378684807262
57	4.0000	8.2500	59	None	None	1	-2	2.733333333333338
58	4.0000	8.2500	62	None	None	1	-1	3.2190476190476236
59	4.2500	8.7500	55	None	None	1	-4	2.713378684807262
